loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status
LN-00751,BR-03751,Auto,2024-08-26,2039-08-27,207522,174373.8,4.76,180,NJ,Medical,B,5 years,$50k-$75k,Current,0,Northstar Servicing,2026-06-08,2026-05-03T00:00:00Z,Complete
LN-00752,BR-03752,Home Equity,2022-09-18,2037-09-18,452093,213055.87,7.74,180,TN,Major purchase,D,5 years,$150k+,Current,0,Blue Ridge Servicing,2026-04-12,2026-05-02T00:00:00Z,Partial
LN-00753,BR-03753,Home Equity,2023-05-03,2025-05-03,101775,91178.68,7.08,24,TN,Auto purchase,C,10 years,$100k-$150k,Current,0,Summit Financial,2026-05-05,2026-06-26T00:00:00Z,Complete
LN-00754,BR-03754,Student,2024-12-08,2044-12-09,431633,269082.21,8.85,240,MA,Education,B,10 years,$150k+,Current,0,Harbor Servicing,2026-04-22,2026-07-15T00:00:00Z,Complete
LN-00755,BR-03755,Mortgage,2021-05-08,2028-05-08,319776,260956.14,3.69,84,MA,Medical,A,3 years,$50k-$75k,Delinquent,30,Harbor Servicing,2026-06-26,2026-06-10T00:00:00Z,Complete
LN-00756,BR-03756,Installment,2021-11-23,2023-11-24,339495,0,5.37,24,MI,Major purchase,C,10 years,$150k+,Closed,0,Northstar Servicing,2026-05-09,2026-05-01T00:00:00Z,Complete
LN-00757,BR-03757,Mortgage,2022-12-30,2037-12-30,358929,198047.19,5.09,180,VA,Major purchase,B,2 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-04-17,2026-05-09T00:00:00Z,Complete
LN-00758,BR-03758,Auto,2025-01-04,2031-01-05,273075,225756.87,10.74,72,OR,Major purchase,D,12 years,$150k+,Current,0,Summit Financial,2026-06-26,2026-06-25T00:00:00Z,Complete
LN-00759,BR-03759,Installment,2021-12-30,2025-12-30,216662,160020.9,11.17,48,VA,Education,C,2 years,$50k-$75k,Current,0,Northstar Servicing,2026-06-13,2026-07-06T00:00:00Z,Complete
LN-00760,BR-03760,Student,2021-06-29,2023-06-30,165498,58184.0,5.61,24,TN,Medical,B,7 years,$150k+,Current,0,Summit Financial,2026-07-27,2026-05-15T00:00:00Z,Complete
LN-00761,BR-03761,Auto,2024-12-20,2044-12-21,474945,170454.66,3.86,240,MA,Debt consolidation,C,10 years,$150k+,Current,0,Atlas Loan Co.,2026-07-17,2026-07-21T00:00:00Z,Complete
LN-00762,BR-03762,Mortgage,2022-11-04,2028-11-04,372956,164529.18,8.83,72,OR,Major purchase,B,2 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-23,2026-04-17T00:00:00Z,Complete
LN-00763,BR-03763,Home Equity,2024-07-20,2027-07-21,270882,225002.33,8.29,36,IL,Major purchase,B,3 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-04-27,2026-07-12T00:00:00Z,Complete
LN-00764,BR-03764,Personal,2021-07-07,2041-07-08,342967,189643.1,6.29,240,MN,Education,B,2 years,$75k-$100k,Current,0,Northstar Servicing,2026-06-28,2026-07-06T00:00:00Z,Complete
LN-00765,BR-03765,Installment,2024-10-29,2034-10-30,445731,361345.13,7.99,120,NY,Auto purchase,D,2 years,$75k-$100k,Current,0,Summit Financial,2026-07-18,2026-07-07T00:00:00Z,Complete
LN-00766,BR-03766,Student,2021-01-11,2024-01-12,134692,49511.3,4.3,36,PA,Medical,B,12 years,$50k-$75k,Current,0,Harbor Servicing,2026-07-03,2026-06-08T00:00:00Z,Complete
LN-00767,BR-03767,Personal,2022-11-02,2032-11-02,484389,406658.99,9.54,120,AZ,Education,D,2 years,$100k-$150k,Current,0,Pioneer Credit,2026-05-18,2026-06-01T00:00:00Z,Complete
LN-00768,BR-03768,Personal,2021-05-19,2041-05-20,399925,328009.42,5.96,240,GA,Auto purchase,A,7 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-06-22,2026-07-07T00:00:00Z,Complete
LN-00769,BR-03769,Student,2022-03-17,2028-03-17,467059,123577.13,11.0,72,FL,Medical,D,3 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-04-08,2026-07-01T00:00:00Z,Complete
LN-00770,BR-03770,Student,2023-10-26,2033-10-26,360517,298149.35,10.34,120,MN,Debt consolidation,A,10 years,$150k+,Current,0,Northstar Servicing,2026-05-13,2026-04-13T00:00:00Z,Complete
LN-00771,BR-03771,Student,2021-05-09,2028-05-09,342050,0,11.27,84,GA,Medical,C,12 years,$75k-$100k,Closed,0,Summit Financial,2026-05-13,2026-04-20T00:00:00Z,Complete
LN-00772,BR-03772,Installment,2022-04-23,2052-04-23,261541,211648.54,10.81,360,NY,Auto purchase,C,3 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-03,2026-07-22T00:00:00Z,Complete
LN-00773,BR-03773,Mortgage,2022-01-08,2026-01-08,320247,0,7.05,48,MA,Debt consolidation,A,10 years,$150k+,Closed,0,Summit Financial,2026-07-06,2026-05-08T00:00:00Z,Complete
LN-00774,BR-03774,Mortgage,2025-02-02,2055-02-03,352303,235622.79,6.01,360,NY,Medical,D,7 years,$150k+,Late,30,Atlas Loan Co.,2026-04-16,2026-07-12T00:00:00Z,Complete
LN-00775,BR-03775,Installment,2024-05-23,2044-05-24,148000,0,8.16,240,PA,Auto purchase,A,2 years,$50k-$75k,Closed,0,Blue Ridge Servicing,2026-07-20,2026-05-14T00:00:00Z,Complete
LN-00776,BR-03776,Student,2021-02-03,2028-02-04,32566,0,7.29,84,OR,Auto purchase,D,5 years,$75k-$100k,Closed,0,Harbor Servicing,2026-06-27,2026-04-17T00:00:00Z,Complete
LN-00777,BR-03777,Mortgage,2023-03-03,2028-03-02,387505,202671.87,5.46,60,MA,Auto purchase,A,3 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-04-16,2026-07-14T00:00:00Z,Complete
LN-00778,BR-03778,Auto,2024-08-14,2034-08-15,442583,141446.19,7.2,120,GA,Auto purchase,B,2 years,$150k+,Current,0,Northstar Servicing,2026-05-21,2026-07-20T00:00:00Z,Complete
LN-00779,BR-03779,Home Equity,2021-06-01,2028-06-01,447739,315138.68,9.59,84,NY,Medical,A,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-07,2026-05-29T00:00:00Z,Complete
LN-00780,BR-03780,Mortgage,2024-09-25,2044-09-26,461014,337108.36,8.49,240,NJ,Major purchase,A,5 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-05,2026-04-19T00:00:00Z,Partial
LN-00781,BR-03781,Student,2022-05-08,2025-05-08,129042,66406.81,11.19,36,MN,Debt consolidation,C,5 years,$150k+,Current,0,Summit Financial,2026-06-05,2026-04-08T00:00:00Z,Complete
LN-00782,BR-03782,Personal,2023-08-05,2027-08-05,425155,195764.85,10.56,48,NC,Home improvement,D,10 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-15,2026-04-19T00:00:00Z,Complete
LN-00783,BR-03783,Student,2024-12-11,2031-12-12,196413,119144.77,9.52,84,FL,Education,B,2 years,$75k-$100k,Current,0,Summit Financial,2026-07-03,2026-07-08T00:00:00Z,Complete
LN-00784,BR-03784,Personal,2022-11-26,2027-11-26,396083,274801.76,10.21,60,GA,Auto purchase,D,5 years,$50k-$75k,Current,0,Pioneer Credit,2026-07-30,2026-07-25T00:00:00Z,Complete
LN-00785,BR-03785,Auto,2024-11-01,2031-11-02,330748,210202.69,5.86,84,TX,Major purchase,A,5 years,$50k-$75k,Delinquent,90,Harbor Servicing,2026-05-02,2026-04-11T00:00:00Z,Complete
LN-00786,BR-03786,Auto,2022-09-08,2026-09-08,297555,221782.13,9.81,48,CO,Medical,A,7 years,$150k+,Current,0,Blue Ridge Servicing,2026-06-14,2026-06-13T00:00:00Z,Complete
LN-00787,BR-03787,Mortgage,2022-12-24,2032-12-24,275826,199174.8,11.72,120,CA,Major purchase,C,10 years,$100k-$150k,Late,60,Harbor Servicing,2026-05-03,2026-05-27T00:00:00Z,Complete
LN-00788,BR-03788,Auto,2021-07-19,2051-07-20,421945,115599.35,11.28,360,TN,Auto purchase,B,10 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-25,2026-04-12T00:00:00Z,Complete
LN-00789,BR-03789,Auto,2024-07-07,2026-07-08,98586,54561.65,7.45,24,NY,Major purchase,D,5 years,$100k-$150k,Delinquent,15,Blue Ridge Servicing,2026-05-19,2026-06-30T00:00:00Z,Complete
LN-00790,BR-03790,Student,2023-09-06,2033-09-06,54101,35995.71,6.92,120,TN,Debt consolidation,D,12 years,$100k-$150k,Current,0,Harbor Servicing,2026-07-21,2026-07-12T00:00:00Z,Complete
LN-00791,BR-03791,Personal,2024-05-29,2034-05-30,39741,0,11.18,120,WA,Auto purchase,B,10 years,$75k-$100k,Closed,0,Pioneer Credit,2026-06-26,2026-04-29T00:00:00Z,Complete
LN-00792,BR-03792,Personal,2022-07-13,2026-07-13,389330,245940.66,12.49,48,FL,Debt consolidation,A,5 years,$75k-$100k,Late,60,Summit Financial,2026-06-26,2026-07-04T00:00:00Z,Complete
LN-00793,BR-03793,Auto,2021-07-15,2051-07-16,38337,32430.28,10.29,360,CO,Major purchase,A,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-04-11,2026-05-24T00:00:00Z,Complete
LN-00794,BR-03794,Student,2022-11-08,2037-11-08,201635,151070.02,6.31,180,AZ,Medical,D,7 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-17,2026-07-31T00:00:00Z,Complete
LN-00795,BR-03795,Student,2024-04-23,2026-04-24,372311,131200.92,4.0,24,VA,Auto purchase,C,7 years,$50k-$75k,Current,0,Harbor Servicing,2026-06-15,2026-04-11T00:00:00Z,Complete
LN-00796,BR-03796,Installment,2024-07-09,2044-07-10,328618,193063.02,10.42,240,TX,Major purchase,D,7 years,$150k+,Current,0,Harbor Servicing,2026-07-01,2026-07-10T00:00:00Z,Complete
LN-00797,BR-03797,Installment,2023-08-24,2026-08-24,194540,132592.62,11.59,36,TN,Auto purchase,C,2 years,$150k+,Current,0,Atlas Loan Co.,2026-07-15,2026-04-25T00:00:00Z,Complete
LN-00798,BR-03798,Auto,2024-11-18,2044-11-19,47058,38579.6,4.77,240,AZ,Education,B,2 years,$150k+,Current,0,Pioneer Credit,2026-05-17,2026-04-14T00:00:00Z,Complete
LN-00799,BR-03799,Auto,2025-01-13,2045-01-14,16519,10175.96,7.08,240,WA,Major purchase,D,10 years,$150k+,Current,0,Northstar Servicing,2026-07-08,2026-07-17T00:00:00Z,Complete
LN-00800,BR-03800,Mortgage,2024-04-28,2029-04-28,77359,48137.13,7.77,60,OH,Medical,B,2 years,$100k-$150k,Current,0,Pioneer Credit,2026-06-26,2026-07-18T00:00:00Z,Complete
LN-00801,BR-03801,Auto,2024-04-01,2054-04-02,446951,262911.72,11.81,360,WA,Education,B,7 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-11,2026-07-03T00:00:00Z,Complete
LN-00802,BR-03802,Personal,2023-12-26,2025-12-26,239577,114709.77,9.59,24,GA,Education,B,7 years,$150k+,Current,0,Pioneer Credit,2026-04-17,2026-06-25T00:00:00Z,Missing
LN-00803,BR-03803,Mortgage,2023-08-11,2033-08-11,452169,0,12.25,120,NC,Major purchase,A,10 years,$100k-$150k,Closed,0,Harbor Servicing,2026-04-19,2026-05-02T00:00:00Z,Complete
LN-00804,BR-03804,Mortgage,2023-09-29,2038-09-29,342352,0,8.27,180,GA,Auto purchase,C,7 years,$50k-$75k,Closed,0,Atlas Loan Co.,2026-04-08,2026-06-15T00:00:00Z,Complete
LN-00805,BR-03805,Student,2022-06-27,2032-06-27,16633,7010.68,8.18,120,MD,Education,B,7 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-07-23,2026-07-02T00:00:00Z,Complete
LN-00806,BR-03806,Installment,2021-08-08,2025-08-08,425679,223955.06,12.09,48,PA,Education,D,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-28,2026-06-14T00:00:00Z,Complete
LN-00807,BR-03807,Installment,2024-08-24,2027-08-25,469395,302319.73,4.15,36,OH,Auto purchase,D,2 years,$100k-$150k,Delinquent,30,Northstar Servicing,2026-05-02,2026-05-17T00:00:00Z,Complete
LN-00808,BR-03808,Personal,2022-08-13,2052-08-13,398829,292963.17,10.27,360,MN,Education,B,5 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-04-10,2026-05-26T00:00:00Z,Complete
LN-00809,BR-03809,Mortgage,2024-07-01,2030-07-02,113591,85157.59,10.65,72,TX,Debt consolidation,C,2 years,$100k-$150k,Current,0,Summit Financial,2026-07-06,2026-04-19T00:00:00Z,Complete
LN-00810,BR-03810,Auto,2023-01-01,2038-01-01,29241,22553.95,5.2,180,AZ,Debt consolidation,A,7 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-07-09,2026-04-08T00:00:00Z,Complete
LN-00811,BR-03811,Installment,2023-12-14,2033-12-14,160456,65105.91,8.13,120,VA,Debt consolidation,A,3 years,$100k-$150k,Current,0,Summit Financial,2026-07-01,2026-05-11T00:00:00Z,Complete
LN-00812,BR-03812,Personal,2022-11-01,2032-11-01,111054,87831.1,5.1,120,NC,Auto purchase,C,2 years,$50k-$75k,Late,30,Atlas Loan Co.,2026-05-27,2026-07-30T00:00:00Z,Complete
LN-00813,BR-03813,Mortgage,2022-10-01,2024-10-01,26609,7909.8,4.9,24,FL,Medical,D,5 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-06-10,2026-06-15T00:00:00Z,Complete
LN-00814,BR-03814,Mortgage,2021-04-25,2036-04-25,53876,41202.53,6.63,180,GA,Home improvement,B,7 years,$75k-$100k,Current,0,Summit Financial,2026-06-13,2026-05-16T00:00:00Z,Complete
LN-00815,BR-03815,Auto,2021-12-09,2025-12-09,428490,267534.56,7.99,48,TN,Auto purchase,A,12 years,$75k-$100k,Current,0,Harbor Servicing,2026-07-25,2026-05-05T00:00:00Z,Complete
LN-00816,BR-03816,Home Equity,2024-09-26,2026-09-27,56815,0,9.7,24,OH,Education,B,7 years,$150k+,Closed,0,Pioneer Credit,2026-05-15,2026-05-21T00:00:00Z,Complete
LN-00817,BR-03817,Student,2022-01-06,2024-01-07,456888,161652.89,6.92,24,MA,Education,A,5 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-04-22,2026-07-28T00:00:00Z,Complete
LN-00818,BR-03818,Installment,2022-08-15,2025-08-15,138172,97523.93,9.26,36,GA,Auto purchase,A,5 years,$50k-$75k,Current,0,Northstar Servicing,2026-05-01,2026-07-03T00:00:00Z,Complete
LN-00819,BR-03819,Mortgage,2021-03-15,2026-03-15,176680,141637.68,9.0,60,MD,Auto purchase,D,10 years,$50k-$75k,Late,45,Harbor Servicing,2026-06-07,2026-07-25T00:00:00Z,Partial
LN-00820,BR-03820,Home Equity,2024-11-10,2027-11-11,251866,0,4.04,36,WA,Auto purchase,C,10 years,$150k+,Closed,0,Harbor Servicing,2026-04-14,2026-04-25T00:00:00Z,Complete
LN-00821,BR-03821,Student,2023-08-28,2038-08-28,163756,0,6.52,180,OR,Major purchase,C,5 years,$100k-$150k,Closed,0,Blue Ridge Servicing,2026-04-07,2026-06-11T00:00:00Z,Complete
LN-00822,BR-03822,Auto,2024-09-17,2029-09-17,300180,115766.31,4.74,60,MD,Auto purchase,C,2 years,$75k-$100k,Current,0,Summit Financial,2026-06-11,2026-06-17T00:00:00Z,Complete
LN-00823,BR-03823,Installment,2022-11-23,2026-11-23,294628,213052.86,5.43,48,FL,Medical,D,7 years,$100k-$150k,Current,0,Harbor Servicing,2026-04-21,2026-05-20T00:00:00Z,Complete
LN-00824,BR-03824,Personal,2021-07-25,2025-07-25,230228,87883.65,4.23,48,NY,Education,D,10 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-01,2026-07-01T00:00:00Z,Partial
LN-00825,BR-03825,Student,2024-08-25,2039-08-26,319783,137257.71,6.47,180,PA,Education,B,10 years,$75k-$100k,Late,15,Atlas Loan Co.,2026-07-15,2026-06-18T00:00:00Z,Complete
LN-00826,BR-03826,Home Equity,2024-08-02,2030-08-03,42604,13684.4,6.27,72,MN,Debt consolidation,C,10 years,$75k-$100k,Current,0,Northstar Servicing,2026-06-16,2026-04-24T00:00:00Z,Complete
LN-00827,BR-03827,Auto,2025-01-18,2045-01-19,181239,121399.65,4.65,240,AZ,Education,C,10 years,$75k-$100k,Late,15,Blue Ridge Servicing,2026-04-23,2026-04-16T00:00:00Z,Complete
LN-00828,BR-03828,Home Equity,2022-12-16,2032-12-16,136286,108343.19,3.84,120,GA,Education,B,10 years,$50k-$75k,Current,0,Summit Financial,2026-05-31,2026-04-18T00:00:00Z,Complete
LN-00829,BR-03829,Mortgage,2024-06-09,2027-06-10,111663,56593.13,4.86,36,CO,Education,B,12 years,$100k-$150k,Late,30,Northstar Servicing,2026-06-27,2026-07-25T00:00:00Z,Complete
LN-00830,BR-03830,Personal,2022-04-26,2026-04-26,233313,94773.52,3.95,48,NY,Debt consolidation,B,7 years,$50k-$75k,Late,90,Pioneer Credit,2026-07-03,2026-07-07T00:00:00Z,Complete
LN-00831,BR-03831,Home Equity,2022-08-28,2052-08-28,193519,58242.34,11.88,360,CO,Medical,D,5 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-04-30,2026-05-23T00:00:00Z,Complete
LN-00832,BR-03832,Mortgage,2022-05-11,2024-05-11,276832,214221.81,9.45,24,NJ,Home improvement,A,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-01,2026-04-24T00:00:00Z,Complete
LN-00833,BR-03833,Mortgage,2022-12-27,2024-12-27,70991,32156.48,12.34,24,MA,Home improvement,A,12 years,$50k-$75k,Current,0,Harbor Servicing,2026-06-23,2026-06-01T00:00:00Z,Complete
LN-00834,BR-03834,Installment,2024-03-14,2031-03-15,84918,24992.62,5.78,84,MI,Medical,C,2 years,$150k+,Late,30,Pioneer Credit,2026-07-08,2026-06-16T00:00:00Z,Complete
LN-00835,BR-03835,Personal,2021-08-11,2024-08-11,362327,165965.63,5.72,36,MN,Education,C,12 years,$50k-$75k,Current,0,Summit Financial,2026-05-23,2026-07-02T00:00:00Z,Complete
LN-00836,BR-03836,Installment,2024-10-11,2029-10-11,161536,0,6.37,60,OR,Auto purchase,B,3 years,$50k-$75k,Closed,0,Summit Financial,2026-06-25,2026-06-11T00:00:00Z,Complete
LN-00837,BR-03837,Mortgage,2025-01-14,2035-01-15,87094,51482.48,11.98,120,MI,Education,D,2 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-27,2026-05-22T00:00:00Z,Complete
LN-00838,BR-03838,Auto,2024-07-10,2054-07-11,213680,155574.22,5.24,360,NY,Debt consolidation,B,5 years,$150k+,Current,0,Atlas Loan Co.,2026-07-07,2026-04-19T00:00:00Z,Complete
LN-00839,BR-03839,Home Equity,2024-03-28,2026-03-29,499344,320382.62,12.49,24,MD,Education,B,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-21,2026-07-25T00:00:00Z,Complete
LN-00840,BR-03840,Installment,2022-01-12,2037-01-12,34092,0,5.93,180,TN,Education,C,5 years,$50k-$75k,Closed,0,Harbor Servicing,2026-07-10,2026-06-15T00:00:00Z,Complete
LN-00841,BR-03841,Home Equity,2021-01-26,2031-01-27,491443,311584.34,10.83,120,OR,Debt consolidation,A,3 years,$75k-$100k,Late,45,Atlas Loan Co.,2026-07-29,2026-06-14T00:00:00Z,Complete
LN-00842,BR-03842,Auto,2022-02-24,2024-02-25,129333,93269.47,4.23,24,CO,Medical,D,3 years,$50k-$75k,Current,0,Pioneer Credit,2026-05-04,2026-04-18T00:00:00Z,Missing
LN-00843,BR-03843,Student,2024-11-15,2028-11-15,271350,241362.81,10.82,48,AZ,Auto purchase,C,2 years,$50k-$75k,Current,0,Pioneer Credit,2026-04-17,2026-05-12T00:00:00Z,Complete
LN-00844,BR-03844,Personal,2023-02-13,2028-02-13,484124,441287.69,6.29,60,NC,Education,A,3 years,$150k+,Late,15,Summit Financial,2026-06-29,2026-06-04T00:00:00Z,Complete
LN-00845,BR-03845,Installment,2023-01-09,2043-01-10,247363,205784.48,5.69,240,MA,Home improvement,B,12 years,$150k+,Current,0,Harbor Servicing,2026-05-06,2026-07-01T00:00:00Z,Complete
LN-00846,BR-03846,Student,2024-02-10,2034-02-10,429989,284858.84,7.19,120,CA,Major purchase,D,12 years,$100k-$150k,Delinquent,30,Atlas Loan Co.,2026-04-25,2026-07-25T00:00:00Z,Missing
LN-00847,BR-03847,Installment,2024-11-09,2044-11-10,259740,227182.7,9.41,240,OH,Auto purchase,B,7 years,$150k+,Current,0,Summit Financial,2026-04-11,2026-04-24T00:00:00Z,Complete
LN-00848,BR-03848,Student,2024-07-27,2028-07-27,458270,356489.55,7.26,48,CO,Major purchase,B,2 years,$150k+,Late,90,Summit Financial,2026-07-21,2026-05-04T00:00:00Z,Complete
LN-00849,BR-03849,Auto,2022-05-30,2052-05-30,377740,115302.5,10.99,360,MN,Home improvement,D,7 years,$150k+,Current,0,Northstar Servicing,2026-05-26,2026-04-12T00:00:00Z,Complete
LN-00850,BR-03850,Mortgage,2023-03-30,2038-03-30,169235,51353.04,8.4,180,MN,Home improvement,D,2 years,$50k-$75k,Current,0,Pioneer Credit,2026-05-16,2026-05-09T00:00:00Z,Complete
LN-00851,BR-03851,Installment,2023-11-23,2027-11-23,364939,248594.53,7.1,48,IL,Medical,B,7 years,$150k+,Current,0,Northstar Servicing,2026-05-17,2026-05-05T00:00:00Z,Complete
LN-00852,BR-03852,Student,2024-06-05,2029-06-05,20192,7388.88,12.12,60,IL,Debt consolidation,A,2 years,$150k+,Current,0,Harbor Servicing,2026-04-30,2026-05-24T00:00:00Z,Complete
LN-00853,BR-03853,Installment,2021-07-13,2041-07-14,170447,127369.01,12.04,240,NC,Home improvement,C,12 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-02,2026-07-22T00:00:00Z,Complete
LN-00854,BR-03854,Home Equity,2023-02-03,2030-02-03,375346,102422.54,9.05,84,OH,Education,B,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-11,2026-06-21T00:00:00Z,Complete
LN-00855,BR-03855,Home Equity,2022-11-15,2024-11-15,367856,229947.62,6.2,24,TN,Debt consolidation,C,3 years,$150k+,Current,0,Harbor Servicing,2026-07-01,2026-07-13T00:00:00Z,Complete
LN-00856,BR-03856,Mortgage,2023-08-15,2025-08-15,252678,151870.45,9.62,24,FL,Education,D,2 years,$150k+,Current,0,Atlas Loan Co.,2026-04-06,2026-06-25T00:00:00Z,Complete
LN-00857,BR-03857,Student,2021-12-05,2028-12-05,403475,287670.95,9.2,84,IL,Major purchase,C,2 years,$150k+,Late,60,Summit Financial,2026-04-13,2026-06-20T00:00:00Z,Complete
LN-00858,BR-03858,Student,2021-05-18,2024-05-18,318774,209261.89,5.4,36,MA,Education,D,2 years,$50k-$75k,Late,45,Harbor Servicing,2026-06-01,2026-07-16T00:00:00Z,Complete
LN-00859,BR-03859,Home Equity,2021-02-13,2031-02-14,57852,30075.13,9.28,120,TX,Home improvement,D,3 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-04-10,2026-05-30T00:00:00Z,Complete
LN-00860,BR-03860,Installment,2021-10-31,2027-11-01,62319,51518.92,7.37,72,VA,Auto purchase,B,5 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-04-14,2026-07-12T00:00:00Z,Complete
LN-00861,BR-03861,Student,2021-08-23,2031-08-24,497050,409115.22,11.91,120,TX,Auto purchase,B,7 years,$75k-$100k,Current,0,Summit Financial,2026-07-07,2026-06-18T00:00:00Z,Complete
LN-00862,BR-03862,Personal,2023-03-03,2025-03-03,453884,0,9.44,24,OR,Major purchase,C,7 years,$100k-$150k,Closed,0,Blue Ridge Servicing,2026-06-24,2026-07-25T00:00:00Z,Complete
LN-00863,BR-03863,Mortgage,2024-02-18,2030-02-18,180832,126273.9,3.85,72,NC,Debt consolidation,D,2 years,$150k+,Current,0,Atlas Loan Co.,2026-07-08,2026-04-25T00:00:00Z,Complete
LN-00864,BR-03864,Home Equity,2024-11-16,2027-11-17,95119,79610.69,4.16,36,IL,Auto purchase,D,10 years,$50k-$75k,Current,0,Pioneer Credit,2026-04-03,2026-04-11T00:00:00Z,Complete
LN-00865,BR-03865,Personal,2021-04-27,2027-04-28,461826,0,3.62,72,WA,Auto purchase,D,10 years,$100k-$150k,Closed,0,Summit Financial,2026-04-12,2026-04-30T00:00:00Z,Complete
LN-00866,BR-03866,Home Equity,2024-08-24,2028-08-24,475328,154527.52,11.11,48,NC,Education,C,2 years,$50k-$75k,Current,0,Pioneer Credit,2026-05-15,2026-05-16T00:00:00Z,Partial
LN-00867,BR-03867,Home Equity,2024-12-09,2039-12-10,170135,51538.73,7.97,180,MI,Major purchase,B,2 years,$50k-$75k,Current,0,Harbor Servicing,2026-06-10,2026-06-10T00:00:00Z,Missing
LN-00868,BR-03868,Auto,2025-01-12,2030-01-12,211383,149570.14,11.99,60,WA,Auto purchase,B,12 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-15,2026-06-06T00:00:00Z,Partial
LN-00869,BR-03869,Personal,2023-12-06,2030-12-06,159585,0,3.67,84,FL,Auto purchase,A,2 years,$75k-$100k,Closed,0,Summit Financial,2026-07-24,2026-04-26T00:00:00Z,Complete
LN-00870,BR-03870,Mortgage,2024-05-11,2039-05-12,78792,56694.57,5.74,180,GA,Major purchase,B,5 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-22,2026-08-01T00:00:00Z,Complete
LN-00871,BR-03871,Home Equity,2021-10-23,2041-10-24,175998,76131.22,7.56,240,MI,Auto purchase,A,12 years,$150k+,Delinquent,60,Harbor Servicing,2026-06-19,2026-04-23T00:00:00Z,Complete
LN-00872,BR-03872,Mortgage,2024-07-13,2026-07-14,150069,130039.76,8.52,24,MN,Major purchase,A,5 years,$100k-$150k,Current,0,Harbor Servicing,2026-06-21,2026-05-29T00:00:00Z,Complete
LN-00873,BR-03873,Auto,2022-07-17,2026-07-17,446022,178949.45,8.84,48,OH,Auto purchase,C,3 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-04,2026-05-27T00:00:00Z,Complete
LN-00874,BR-03874,Home Equity,2022-03-07,2042-03-08,385436,210687.6,9.57,240,MI,Home improvement,B,5 years,$50k-$75k,Current,0,Summit Financial,2026-07-20,2026-05-14T00:00:00Z,Complete
LN-00875,BR-03875,Home Equity,2024-07-20,2030-07-21,51032,24800.37,4.68,72,TX,Auto purchase,C,5 years,$100k-$150k,Delinquent,60,Summit Financial,2026-07-28,2026-07-02T00:00:00Z,Complete
LN-00876,BR-03876,Mortgage,2024-03-04,2054-03-05,463324,377476.47,10.65,360,OR,Auto purchase,D,5 years,$150k+,Current,0,Harbor Servicing,2026-06-11,2026-05-15T00:00:00Z,Complete
LN-00877,BR-03877,Mortgage,2025-01-14,2055-01-15,37815,22799.54,11.93,360,CO,Home improvement,B,2 years,$75k-$100k,Late,45,Pioneer Credit,2026-06-10,2026-07-31T00:00:00Z,Complete
LN-00878,BR-03878,Student,2023-03-08,2025-03-08,198543,132499.35,6.85,24,OH,Major purchase,D,7 years,$50k-$75k,Current,0,Northstar Servicing,2026-05-27,2026-07-10T00:00:00Z,Complete
LN-00879,BR-03879,Auto,2022-10-19,2026-10-19,108190,29074.45,3.62,48,MD,Debt consolidation,B,2 years,$100k-$150k,Current,0,Pioneer Credit,2026-05-05,2026-06-10T00:00:00Z,Partial
LN-00880,BR-03880,Mortgage,2024-10-03,2039-10-04,114319,35610.02,8.79,180,CO,Medical,B,3 years,$50k-$75k,Current,0,Harbor Servicing,2026-05-03,2026-07-22T00:00:00Z,Complete
